Start Time,End Time,Speaker,Transcript
237.80,240.80,SPEAKER_04, Basically I have whatever loose change I have.
240.80,243.80,SPEAKER_02, That's worse than me.
243.80,244.80,SPEAKER_02, Yeah.
244.80,246.80,SPEAKER_04, I couldn't even do laundry because I don't have quarters.
246.80,251.80,SPEAKER_04, And I have no money to take a $10 bill out and get changed.
251.80,252.80,SPEAKER_02, Pretty sad job.
252.80,253.80,SPEAKER_04," Yeah, it is."
253.80,255.80,SPEAKER_04," Well, I'm kind of angry about that."
255.80,256.80,SPEAKER_02, Yeah.
256.80,258.80,SPEAKER_02," Well, that's what you're doing this free phone call thing."
258.80,259.80,SPEAKER_04," Well, there you go."
259.80,261.80,SPEAKER_04," Now, well, it's technically, technically I have the money."
261.80,263.80,SPEAKER_04, It's just I can't touch it.
263.80,264.80,SPEAKER_04, Yeah.
264.80,268.80,SPEAKER_04," So we'll fix that at the next pay period, I guess."
268.80,272.80,SPEAKER_02," But yeah, I just got paid today."
272.80,275.80,SPEAKER_04," Yeah, I spent three and a half hours yesterday walking around our chest."
275.80,276.80,SPEAKER_02, Did it.
276.80,278.80,SPEAKER_04," Yeah, my friend Rebecca once he came to me Spanish."
278.80,280.80,SPEAKER_04, I was learning Spanish words for things.
280.80,281.80,SPEAKER_04, So we're going around.
281.80,282.80,SPEAKER_04," Oh, man."
282.80,283.80,SPEAKER_02, I'm so jealous.
283.80,284.80,SPEAKER_04, It was like 90.
284.80,285.80,SPEAKER_04," Yeah, I don't know."
285.80,287.80,SPEAKER_04, It was a temperature down there.
287.80,289.80,SPEAKER_02, It's like really damn hot.
289.80,291.80,SPEAKER_04, We were like in the 90s up here.
291.80,295.80,SPEAKER_04, So we were out looking at our surface at like four o'clock.
295.80,296.80,SPEAKER_04, Yeah.
296.80,299.80,SPEAKER_04," You till like seven, 30 or something like that yesterday."
299.80,303.80,SPEAKER_04, And I talk about how I mean everybody was sweating out there.
303.80,305.80,SPEAKER_02, That's what people tend to do when it's really hot shot.
305.80,306.80,SPEAKER_04, Yeah.
306.80,312.80,SPEAKER_04," Well, it's kind of weird because we've been having stuff like like really I didn't need to use my air conditioner really in my room."
312.80,313.80,SPEAKER_04, Like most of the summer.
313.80,317.80,SPEAKER_04, It's like all of a sudden we have this huge jump up into the 90s.
317.80,318.80,SPEAKER_02, Yeah.
318.80,321.80,SPEAKER_04, So was it sudden for you guys or was it just?
321.80,323.80,SPEAKER_02," No, it's like all the time."
323.80,324.80,SPEAKER_04, Yeah.
324.80,325.80,SPEAKER_04, You got your pool.
325.80,327.80,SPEAKER_02, And then we're going to get to going at though.
327.80,329.80,SPEAKER_04, It was a little Stephen bin in it.
329.80,330.80,SPEAKER_02, No.
330.80,332.80,SPEAKER_02," No, we were probably by the end of summer."
332.80,333.80,SPEAKER_02, We'll get him in.
333.80,334.80,SPEAKER_04, Uh huh.
334.80,335.80,SPEAKER_04, I heard you can teach a kid to swim.
335.80,337.80,SPEAKER_04, Maybe to swim.
337.80,341.80,SPEAKER_02," Yeah, actually I think Tina can have a book out of the library on that."
341.80,346.80,SPEAKER_02, I don't know if I could get it out again.
346.80,347.80,SPEAKER_04, Try it out.
347.80,349.80,SPEAKER_04, How you know what else I heard with little guys.
349.80,350.80,SPEAKER_04, I hear a friendly.
350.80,351.80,SPEAKER_02, Yeah.
351.80,352.80,SPEAKER_02, I'm just being a pain in the air.
352.80,358.80,SPEAKER_04, I heard that they can develop that like that perfect pitch or whatever when they're young.
358.80,359.80,SPEAKER_02, Perfect what?
359.80,360.80,SPEAKER_04, Pitch.
360.80,361.80,SPEAKER_04, Pitch.
361.80,363.80,SPEAKER_04," Yeah, perfect pitch like I'm baseball."
363.80,364.80,SPEAKER_04," No, like music."
364.80,365.80,SPEAKER_04, Oh.
365.80,371.80,SPEAKER_04," So like if you like, I get like one of those little toys or something to play the scale or something like that."
371.80,373.80,SPEAKER_04, Everyone's about to play that or just at least play music.
373.80,375.80,SPEAKER_04, They can develop it a real good year.
375.80,376.80,SPEAKER_02, Yeah.
376.80,379.80,SPEAKER_02, Kind of the music in the car.
379.80,381.80,SPEAKER_04, You playing the Mozart form?
381.80,382.80,SPEAKER_02, Playing rock and roll.
382.80,383.80,SPEAKER_02, Oh geez.
383.80,385.80,SPEAKER_04, The kid's going to come out with brain damage.
385.80,388.80,SPEAKER_02," No, no, I'm not playing that that loud."
388.80,389.80,, Let's see.
389.80,391.80,SPEAKER_02, He can sleep through anything.
391.80,392.80,SPEAKER_02, Okay.
392.80,395.80,SPEAKER_02, He slept through the July 4th fireworks at the beach.
395.80,396.80,SPEAKER_04, Oh geez.
396.80,397.80,SPEAKER_02, I mean the entire thing.
397.80,398.80,SPEAKER_02, Half an hour.
398.80,399.80,SPEAKER_02, Wow.
399.80,400.80,SPEAKER_02, I mean the whole thing.
400.80,401.80,SPEAKER_02, I mean the whole thing.
401.80,402.80,, I mean the whole thing.
402.80,403.80,SPEAKER_04, I mean the whole thing.
403.80,404.80,SPEAKER_04, I mean the whole thing.
404.80,405.80,SPEAKER_02, I mean the whole thing.
405.80,406.80,SPEAKER_02, I mean the whole thing.
406.80,407.80,SPEAKER_02, Yeah.
407.80,408.80,SPEAKER_02, Yeah.
408.80,409.80,SPEAKER_04, Yeah.
409.80,410.80,SPEAKER_04, Is there a town here for close to two weeks?
410.80,411.80,SPEAKER_04, Did they stay with you for the whole two weeks?
411.80,412.80,SPEAKER_04, Yeah.
412.80,413.80,SPEAKER_02, Oh I thought they were staying over some other relatives.
413.80,414.80,SPEAKER_04, No.
414.80,415.80,SPEAKER_04, My mom got the story wrong.
415.80,419.80,SPEAKER_02," No, no they went away for like two days to Tampa to man."
419.80,420.80,SPEAKER_02, Uncle South.
420.80,421.80,SPEAKER_04, Uh huh.
421.80,423.80,SPEAKER_02, But other than that they were here.
423.80,425.80,SPEAKER_04, They must have been pretty excited with the little guy.
425.80,426.80,SPEAKER_02, Yeah.
426.80,427.80,SPEAKER_04, Yeah.
427.80,428.80,SPEAKER_02, Yeah.
428.80,429.80,SPEAKER_02, Oh he's pretty cool.
429.80,432.80,SPEAKER_04, Did you guys get a chance to go out and use them as babysitters?
432.80,435.80,SPEAKER_02, No not really because they need this breastfeeding.
435.80,437.80,SPEAKER_02, So we couldn't do that.
437.80,438.80,SPEAKER_02, Mm.
438.80,442.80,SPEAKER_02, We're at the mercy of just feeding schedule.
442.80,446.80,SPEAKER_02, So not much we could do really right now.
446.80,447.80,SPEAKER_02, Yeah.
447.80,450.80,SPEAKER_04, But he's on a bottle.
450.80,452.80,SPEAKER_04, So how long till he starts crawling?
452.80,453.80,SPEAKER_02, Couple months.
453.80,454.80,SPEAKER_04, Yeah.
454.80,455.80,SPEAKER_02, Couple months.
455.80,456.80,, Someday.
456.80,457.80,SPEAKER_02, Hey.
457.80,458.80,SPEAKER_04, Yeah.
458.80,460.80,SPEAKER_04, We were the June 16th right?
460.80,461.80,SPEAKER_04, Yeah.
461.80,462.80,SPEAKER_04, Yeah.
462.80,463.80,, Man he's progressing.
463.80,464.80,SPEAKER_04, Yeah that's good to hear.
464.80,467.80,SPEAKER_04, Tell me what's been going on in the sea college.
467.80,468.80,SPEAKER_02," Uh, let's do."
468.80,471.80,SPEAKER_02, Which also want to be an arts firm.
471.80,474.80,SPEAKER_04, I didn't know the year we were up here.
474.80,478.80,SPEAKER_04, I didn't know they had bands playing constantly at the main old main.
478.80,479.80,SPEAKER_02, What kind of bands?
479.80,481.80,SPEAKER_04, Different stuff all different stuff.
481.80,484.80,SPEAKER_04, It's just like all day there's bands and stuff there.
484.80,489.80,SPEAKER_04," Um, it seems like there's more, more of those little, um, booths."
489.80,492.80,SPEAKER_04, Cause now they stretch like they go up Allen.
492.80,493.80,SPEAKER_01, Yeah.
493.80,496.80,SPEAKER_04," And then they, they curve around like a horseshoe and go back down by that post office."
496.80,497.80,SPEAKER_01, Yeah.
497.80,502.80,SPEAKER_04," And then they, they have stuff that goes all the way from the, um, the, the road that the panthers on."
502.80,503.80,SPEAKER_04, The panther.
503.80,504.80,SPEAKER_04," The lion, whatever."
504.80,505.80,SPEAKER_02, Yeah.
505.80,506.80,SPEAKER_02, How are you talking about John?
506.80,513.80,SPEAKER_04," The, the road the lions on it goes from the bottom of that all the way up and around, you know, the road is a little bit smaller than onto the mall."
513.80,514.80,SPEAKER_04, Yeah.
514.80,516.80,SPEAKER_04, Has it always been that money?
516.80,517.80,SPEAKER_02, I think so.
517.80,520.80,SPEAKER_04, I don't remember being all the way on Pollock like that before.
520.80,521.80,SPEAKER_04, I don't know.
521.80,524.80,SPEAKER_02," But, um, yeah, yeah, went all the way down."
524.80,525.80,SPEAKER_04," Oh, I don't remember."
525.80,529.80,SPEAKER_04," I don't remember looking at that many things when, uh, when I was up there."
529.80,531.80,SPEAKER_02," But, uh, it was big."
531.80,532.80,SPEAKER_02," Yeah, let's go."
532.80,533.80,SPEAKER_04," So it's kind of, it's kind of nice."
533.80,535.80,SPEAKER_04," I mean, it's really crowded here in town now."
535.80,536.80,SPEAKER_04, Yeah.
536.80,537.80,SPEAKER_04," Cause everybody, it seems like everybody's up."
537.80,539.80,SPEAKER_02," But, uh, man, probably like nobody."
539.80,542.80,SPEAKER_02, I really know it was not like a lot of people I know are there.
542.80,543.80,SPEAKER_04," Oh, sure."
543.80,546.80,SPEAKER_02, I don't know if fraternity brothers are up there.
546.80,548.80,SPEAKER_02, I don't know if that haven't seen for two years.
548.80,551.80,SPEAKER_04," Well, you can go another decade without seeing them."
551.80,563.80,SPEAKER_02," Um, um, um, but hey, when we, uh, when we come up for Thanksgiving, the week before Thanksgiving, uh, probably what we'll do."
563.80,564.80,SPEAKER_02, Do you know what you're playing there?
564.80,566.80,SPEAKER_02," Like, well, you, you don't know really."
566.80,567.80,SPEAKER_04," Oh, I'm getting a car."
567.80,568.80,SPEAKER_02, You are?
568.80,569.30,SPEAKER_04, Yeah.
569.30,570.30,SPEAKER_02, What?
570.30,571.30,SPEAKER_04, The little Baron.
571.30,572.30,SPEAKER_02," Oh, yeah."
572.30,573.30,SPEAKER_02, I think that.
573.30,576.30,SPEAKER_04," Oh, you heard, uh, she's, I didn't even know that."
576.30,577.30,SPEAKER_04, You probably knew before I did.
577.30,578.30,SPEAKER_02," Oh, yeah, long before."
578.30,580.30,SPEAKER_02, I was from other tell you.
580.30,588.30,SPEAKER_04," Uh, I wish they, I wish somebody would have because my dad like told me like the weekend that I could have gone home with Boga and gotten it."
588.30,589.30,SPEAKER_04," Cause he's not going home like,"
589.30,590.30,SPEAKER_01, I'm telling you that.
590.30,593.30,SPEAKER_04," Uh, he told me last Saturday. Yeah."
593.30,595.30,SPEAKER_04," And Dave left, you know, Friday to go home."
595.30,599.30,SPEAKER_04," Uh, So then I called Dave up this weekend like Dave, like, well, he's not going home this weekend for our test."
599.30,600.30,SPEAKER_04, Yeah.
600.30,602.30,SPEAKER_04, He's not going home next weekend.
602.30,607.30,SPEAKER_04," And, uh, so it's like, you know, like, I, if I get a car, it can be like by like the 30th of July or something."
607.30,610.30,SPEAKER_04, Your dad should come up and pick you up and bring you home.
610.30,612.30,SPEAKER_02, And then you can drive the car back.
612.30,615.30,SPEAKER_04," Well, I would want to put that much extra miles on my car."
615.30,618.30,SPEAKER_04, I think it's got like 150 or 160 or something as it is.
618.30,620.30,SPEAKER_02," 160,000 miles."
620.30,621.30,SPEAKER_02, Yeah.
621.30,622.30,SPEAKER_04, Really?
622.30,623.30,SPEAKER_02, I think so.
623.30,624.30,SPEAKER_04, Wow.
624.30,630.30,SPEAKER_04," Um, So I'm going to ask, I'm going to see if Diane wants to come home for the weekend."
630.30,631.30,SPEAKER_04, Yeah.
631.30,635.30,SPEAKER_04, With maybe cause our friend will hurt her future roommate to Lynn.
635.30,636.30,SPEAKER_04, Yeah.
636.30,637.30,SPEAKER_04, It lives like by me.
637.30,641.30,SPEAKER_04," I'll just ask, cause she also, Diane, Diane's in Miami now."
641.30,642.30,SPEAKER_02," Um,"
642.30,645.30,SPEAKER_04, Yeah. She grew up around Miami then she moved to Canada.
645.30,646.30,SPEAKER_02, Yeah.
646.30,647.30,SPEAKER_02," And, uh,"
647.30,649.30,SPEAKER_04, Yeah. So now she's like living in state college.
649.30,653.30,SPEAKER_04," So it's kind of like, um, I don't know if she's been to Philadelphia."
653.30,654.30,SPEAKER_04, Yeah.
654.30,657.30,SPEAKER_04," And I saw my, if she wants to go home, I could say like, Oh, we can go hang out around Philadelphia."
657.30,660.30,SPEAKER_04, We can hang out with Lynn and her boyfriend and stuff like that.
660.30,663.30,SPEAKER_04, And then we can just come home after the next day and I can get my car.
663.30,665.30,SPEAKER_03," So, So,"
665.30,669.30,SPEAKER_04," Well, other option is Dave, his parents came up for this weekend."
669.30,670.30,SPEAKER_04, Yeah.
670.30,672.30,SPEAKER_04, They're not going home to like Monday or Tuesday or something.
672.30,675.30,SPEAKER_02," And, uh, Hey, your parents are for arts."
675.30,676.30,SPEAKER_02, What?
676.30,677.30,SPEAKER_02, His parents are up for arts.
677.30,679.30,SPEAKER_04, His parents both met at Penn State.
679.30,680.30,SPEAKER_02," Oh, man."
680.30,681.30,SPEAKER_04, And they married and all that.
681.30,684.30,SPEAKER_04," So, And then, his brother went to Penn State."
684.30,685.30,SPEAKER_04, Yeah.
685.30,690.30,SPEAKER_04," So they're like, They, they came, when Dave told me when he was little, they came up to Penn State every home football game."
690.30,691.30,SPEAKER_02, Everyone really.
691.30,692.30,SPEAKER_04, And stayed the whole weekend.
692.30,693.30,SPEAKER_02, Wow.
693.30,698.30,SPEAKER_04," And as parents come up, I think for every, his dad still comes up just for the football games now."
698.30,699.30,SPEAKER_02, Yeah.
699.30,701.30,SPEAKER_04," Like every time there's a home one, I don't understand that."
701.30,702.30,SPEAKER_04," Oh,"
702.30,705.30,SPEAKER_02, I miss Penn State.
705.30,707.30,SPEAKER_04," Uh, Well, guess what?"
707.30,709.30,SPEAKER_04," Coming soon, You can see Kajana on TV."
709.30,710.30,SPEAKER_04," Oh, no."
710.30,711.30,SPEAKER_04, That's going to be exciting.
711.30,712.30,SPEAKER_04, I just read an article today.
712.30,714.30,SPEAKER_04, Maybe I'll send you some of this stuff.
714.30,715.30,SPEAKER_04, I got some papers and stuff.
715.30,717.30,SPEAKER_04," Often just, I'll send you an arts fest thing."
717.30,718.30,SPEAKER_04, Yeah.
718.30,719.30,SPEAKER_01, Just to share what's going on.
719.30,720.30,SPEAKER_04," Oh, that'd be good."
720.30,725.30,SPEAKER_04," But, they said that the Cincinnati is going to adjust the total offense for Kajana Carter."
725.30,726.30,SPEAKER_02, That'd be cool.
726.30,729.30,SPEAKER_04," So, That's going to be pretty interesting."
729.30,730.30,SPEAKER_04," And now he's got,"
730.30,732.30,SPEAKER_02," So we've planted the jags this year, too."
732.30,735.30,SPEAKER_04," Yeah. Pittsburgh is going to be playing them, too."
735.30,736.30,SPEAKER_04, I have a big deal.
736.30,739.30,SPEAKER_04," And, They have an exhibition game you can do this month."
739.30,740.30,SPEAKER_02, Yeah.
740.30,742.30,SPEAKER_04, I hope I get that one.
742.30,744.30,SPEAKER_04, That'd better be broadcast everywhere.
744.30,745.30,SPEAKER_04, I think it is.
745.30,746.30,SPEAKER_02, That'd be cool.
746.30,747.30,SPEAKER_04," Now, I got things."
747.30,748.30,SPEAKER_04, It's like a lens TV.
748.30,749.30,SPEAKER_04, I got cable.
749.30,751.30,SPEAKER_04, So I can check that out.
751.30,752.30,, Very good.
752.30,753.30,SPEAKER_02," Now,"
753.30,756.30,SPEAKER_04, What other things can I tell you? I bought a mechanical engineering book.
756.30,757.30,SPEAKER_02," Oh, that's exciting."
757.30,760.30,SPEAKER_04, I think you're proud of me because you probably have it.
760.30,761.30,SPEAKER_02," No, I've already sold it."
761.30,762.30,SPEAKER_02, I've heard money.
762.30,763.30,SPEAKER_02, I've heard money.
763.30,764.30,SPEAKER_02, I've heard money.
764.30,766.30,SPEAKER_02, I've had the idea of the semester.
766.30,767.30,SPEAKER_02," So,"
767.30,771.30,SPEAKER_04, Now I got this one because it's got everything in it that I need for structural engineering.
771.30,772.30,SPEAKER_02, What?
772.30,773.30,SPEAKER_04, What is it?
773.30,775.30,SPEAKER_04, It's like for your e-meck O5-1 or something.
775.30,777.30,SPEAKER_04, Mechanical design.
777.30,780.30,SPEAKER_02, I think I did sell that.
780.30,783.30,SPEAKER_04, But it's got the reason I bought it was because it's got strength and materials.
783.30,786.30,SPEAKER_04, It's got more circle and engineering mechanics in it.
786.30,788.30,SPEAKER_04, And a bunch of other stuff like I need all in one book.
788.30,790.30,SPEAKER_02, Basically a bunch of crap that you never use.
790.30,791.30,SPEAKER_04, I use it.
791.30,792.30,SPEAKER_04, Yeah.
792.30,793.30,SPEAKER_04, Yeah.
793.30,796.30,SPEAKER_04, I use some interesting stuff in my work.
796.30,797.30,SPEAKER_02, Yeah.
797.30,805.30,SPEAKER_04, But I've been spending all week trying to figure out about fiber Bond adhesion with steel fibers to concrete.
805.30,808.30,SPEAKER_04, So that was kind of exciting for my thesis.
808.30,812.30,SPEAKER_02," Hey, if you look up exciting in the dictionary, that's what it says."
812.30,813.30,SPEAKER_04," I'll tell you,"
813.30,819.30,SPEAKER_02, Steel fibers being bound to concrete. What more could you possibly want?
819.30,822.30,SPEAKER_04, What else is exciting that goes on during Arts Fest that you remember up here?
822.30,824.30,SPEAKER_04," Besides just everybody being up here, I guess."
824.30,826.30,SPEAKER_04, Because not everybody I know is up here.
826.30,828.30,SPEAKER_02, It's just everyone being up there basically.
828.30,831.30,SPEAKER_02, I guess it's a big party because everyone's back.
831.30,834.30,SPEAKER_04, Because it's mutual expenses here.
834.30,835.30,SPEAKER_02, Everything.
835.30,837.30,SPEAKER_02, The price is chopped up for everything.
837.30,842.30,SPEAKER_04," Well, what I saw, you know, just buying a gift or something, even just a coffee mug or something."
842.30,845.30,SPEAKER_04, The minimum price this year seems to be $20.
845.30,846.30,SPEAKER_04, Oh my god.
846.30,848.30,SPEAKER_04," You know, like we're back with the food."
848.30,849.30,SPEAKER_02, Yeah.
849.30,853.30,SPEAKER_04, Rebecca was looking at some stuff that she wants to get gifts for her brothers.
853.30,854.30,SPEAKER_02, The food.
854.30,855.30,SPEAKER_02, The food.
855.30,856.30,SPEAKER_02, B-O-O-T-H-F.
856.30,861.30,SPEAKER_04," Anyway, so Rebecca's family's coming up from Venezuela at the end of the month."
861.30,863.30,SPEAKER_04, That she wanted to get them all like gifts and stuff.
863.30,867.30,SPEAKER_04," So we're like looking around and like, she found like one thing I thought it was kind of a good."
867.30,872.30,SPEAKER_04," It was like some like little pottery thing of a little face, but it was like 10, 10 or 15 bucks."
872.30,877.30,SPEAKER_04, But the average thing I was saying like just even just like a coffee mug or even pictures were like 20 bucks.
877.30,878.30,SPEAKER_04, Like little pictures.
878.30,879.30,SPEAKER_04, Yeah.
879.30,880.30,SPEAKER_04, But didn't even look that good.
880.30,882.30,SPEAKER_04, So I'll picture I really loved.
882.30,883.30,SPEAKER_04, Yeah.
883.30,884.30,, 190.
884.30,885.30,SPEAKER_02," Oh, that'd be."
885.30,890.30,SPEAKER_02," That'd be so cool if we could, if we were up there and could get something for our house."
890.30,891.30,SPEAKER_04, Yeah.
891.30,892.30,SPEAKER_04, No.
892.30,893.30,SPEAKER_04, How you want me to pick you out something?
893.30,894.30,SPEAKER_04, You can.
894.30,896.30,SPEAKER_04, I'm kidding.
896.30,899.30,SPEAKER_04, There's not the theme this year seems to be.
899.30,901.30,SPEAKER_04, It looks like a picture.
901.30,905.30,SPEAKER_04, The theme this year seems to be booze with just pictures.
905.30,908.30,SPEAKER_04," As Rebecca said, dad clothing."
908.30,913.30,SPEAKER_04, And lots of glasses and dishes.
913.30,916.30,SPEAKER_04, And what was the other theme?
916.30,919.30,SPEAKER_04," I think that was, there was pretty much the major themes."
919.30,921.30,SPEAKER_04," Just about like, oh, and jewelry."
921.30,922.30,SPEAKER_02, Sure.
922.30,923.30,SPEAKER_04, Yeah.
923.30,924.30,SPEAKER_04," But I mean, this is like regular."
924.30,926.30,SPEAKER_04, A lot of the jewelry looked like mall jewelry.
926.30,927.30,SPEAKER_04, It wasn't the cool stuff.
927.30,929.30,SPEAKER_04," Like, I mean, not mall."
929.30,930.30,SPEAKER_04, You know what I mean?
930.30,931.30,SPEAKER_04," Like, you see like a ring."
931.30,933.30,SPEAKER_04, It's just a piece of metal.
933.30,934.30,SPEAKER_04," Like, you know, it's just silver."
934.30,936.30,SPEAKER_04, It's not that fancy about it.
936.30,938.30,SPEAKER_04," Like, I used to like look at the things."
938.30,940.30,SPEAKER_04," Like the inter, like made by like an artist."
940.30,941.30,SPEAKER_04," You know, where they put things together."
941.30,943.30,SPEAKER_04, They make little shapes that they have etchings in it and stuff.
943.30,945.30,SPEAKER_04, And really intricate work.
945.30,946.30,SPEAKER_04, Yeah.
