Start Time,End Time,Speaker,Transcript
526.72,541.76,SPEAKER_01, appreciated. I actually haven't tried tracking it on the FedEx website since you already gave me the delivery date through email so yes please go ahead. Okay according to the FedEx note here
541.76,547.12,SPEAKER_02, your parcel was delivered on the 20th at 10am. It said that it was left on the front porch.
547.12,580.32,SPEAKER_01, Have you tried checking your front porch? What? What? What? What? You're kidding right? Okay. Okay first of all my apartment has no front porch. Second the only way to deliver parcels and a residence is by leaving them to the concierge. Third I was at home the whole day on the 20th and no one literally no one knocked on my door or called my number to notify me of a parcel. So whatever this FedEx guy is saying his line. Okay his line. That's that's definitely odd. Have you tried
580.32,584.72,SPEAKER_02, checking with your buildings concierge to see if they have kept a package for you? I just checked
584.72,590.88,SPEAKER_01, this morning and the answer is no otherwise I wouldn't be calling you. Yeah your neighbors also
590.88,596.72,SPEAKER_02, wouldn't happen to receive it right since as you said all parcels go to the concierge. Correct
596.72,610.72,SPEAKER_01, and if the note says he left it on my doorstep again that's impossible no one can access our doorsteps here except as 10am. So there's clearly a mistake here. Yes that makes sense. So here's
610.72,643.12,SPEAKER_02," what we're going to do Tabitha. It is likely that FedEx delivered the order to the wrong address so I will file a PDNR claim on your behalf. It means parcel delivered not received. What this does is to let FedEx investigate to find your missing parcel and after the investigation we will either refund, replace or find your missing parcel. Okay yeah and for me to initiate the claim I will send you an email right now. Please reply to that email confirming that you have not received your parcel."
645.04,650.32,SPEAKER_02, Your response to that email is very important because that will serve as the documentation.
650.40,685.04,SPEAKER_02, Moving to FedEx that you are requesting for us to file a claim on your behalf. Okay whatever happens I'm going to get my refund though right? You're right of course and the sooner they find your parcel the better. By the way in the event that the parcel isn't recovered would you prefer a replacement or a refund? I need a replacement for that I don't want to refund. Okay I will make note of that and after the investigation which usually takes five to seven business days I will check with a supplier for the availability of availability and then they can process the replacement for you.
686.88,697.92,SPEAKER_01, Okay it's disappointing that this is to happen but okay whatever at least I don't have to file a dispute. To be honest I was I was already thinking of calling my bank this morning and filing a
697.92,724.80,SPEAKER_02, dispute. Yes this is definitely not the experience that we want you to have but we will try our best to make this as easy as possible for you considering the situation. I will also keep this case in progress so whatever questions you might have during the investigation you just reply to the same email thread and I will be there to answer your questions. So let me get this straight. Seven business
724.80,735.12,SPEAKER_01, days for the investigation and if it is in found you're going to check with a team if it's available and if it's available another seven days to deliver the replacement. Yes Tabitha that's correct but
735.12,740.48,SPEAKER_02, of course if they find the parcel during the investigation then you don't need to wait that long
740.48,755.44,SPEAKER_01, that's already the maximum time frame. Yeah well I hope they do but I honestly don't have much hope for it but okay or a placement is fine I guess. Okay yeah I cannot guarantee that 100% that
755.44,768.24,SPEAKER_02, they would find your missing parcel but there have been cases in the past when they did find the missing parcel and I will of course update you throughout the process. Okay so I guess that's
768.24,784.32,SPEAKER_01, my best option. What do you need me to do just reply to your email saying that I didn't receive a parcel? That's correct I have just sent you the email. All right I will reply in five minutes I'm gonna have my lunch break. What's your name again? Candice. All right Candice thank you so much that's all
784.32,825.04,SPEAKER_02, I need for now I have to go bye. Enjoy your lunch Tabitha thank you for calling was Sean bye. All right as you can see this video is purely mock calls. If you want detailed explanations of all the things that Claire did wrong and Candice did right head over to this video at the top which will be available on my next upload. All right I think that's all that's all for today. It's really awkward vlogging outside but oh well I'm gonna get used to it so thank you for watching bye bye.
