Start Time,End Time,Speaker,Text
312.94,313.38,SPEAKER_01, All right?
313.9,314.28,SPEAKER_00, Gotcha.
314.94,317.42,SPEAKER_01, So is there anything else that I can help you with today?
318.18,318.5,SPEAKER_00, Nope.
318.88,320.86,SPEAKER_00," You've been very helpful, Candice."
321.04,322.34,SPEAKER_00, Thank you so much.
322.88,324.06,SPEAKER_01," You're most welcome, Stephen."
324.24,325.88,SPEAKER_01, Thank you for calling Hotel California.
326.16,326.98,SPEAKER_01, You have a great day.
327.46,328.64,SPEAKER_00," Have a great day, Candice."
328.64,329.6,SPEAKER_00, Bye.
